tracked_user_id,tracked_username,level,from_user_id,from_username,from_name,to_user_id,to_username,to_name,distinct_txn_count,total_amount_received,first_received_at,last_received_at,example_path
4660958,axjf131931,2,4454371,fyb131,fyb131,2006855,cxq3333,cxq3333,4,3937.50,2023-03-29 06:48:02,2023-08-25 07:41:41,fyb131 → cxq3333 → axjf131931
4660958,axjf131931,2,4454373,ljj131,ljj131,2006855,cxq3333,cxq3333,4,3937.50,2023-03-29 06:48:37,2023-08-25 07:42:14,ljj131 → cxq3333 → axjf131931
4660958,axjf131931,2,4454374,lxh1368,lxh1368,2006855,cxq3333,cxq3333,4,3937.50,2023-03-29 06:49:17,2023-08-25 07:42:41,lxh1368 → cxq3333 → axjf131931
4660958,axjf131931,2,4269392,zzf5453,zzf5453,2006855,cxq3333,cxq3333,5,3911.85,2021-11-17 10:28:50,2022-07-28 00:38:43,zzf5453 → cxq3333 → axjf131931
4660958,axjf131931,2,4411686,zyq2404,zyq2404,2740573,zdf5955,zdf5955,14,3877.50,2022-11-30 07:14:54,2023-02-08 00:00:59,zyq2404 → zdf5955 → axjf131931
4660958,axjf131931,2,4411689,ymj131,ymj131,2740573,zdf5955,zdf5955,14,3877.50,2022-11-30 07:15:45,2023-02-09 02:10:39,ymj131 → zdf5955 → axjf131931
4660958,axjf131931,2,4412360,chf131,chf131,2006855,cxq3333,cxq3333,4,3750.00,2023-03-04 14:12:26,2023-08-20 06:01:04,chf131 → cxq3333 → axjf131931
4660958,axjf131931,2,4412398,cqz131,cqz131,2006855,cxq3333,cxq3333,4,3750.00,2023-03-03 05:02:31,2023-08-20 06:01:28,cqz131 → cxq3333 → axjf131931
4660958,axjf131931,2,4411763,wzt131,wzt131,2740573,zdf5955,zdf5955,15,3705.75,2022-12-01 07:25:02,2023-02-18 00:52:48,wzt131 → zdf5955 → axjf131931
4660958,axjf131931,2,4411778,cty131,cty131,2740573,zdf5955,zdf5955,15,3705.75,2022-12-01 07:28:10,2023-02-18 00:53:13,cty131 → zdf5955 → axjf131931
4660958,axjf131931,2,4411723,xmx131,xmx131,1605739,wzt5807,1314,8,3700.00,2023-05-20 23:28:59,2023-05-28 00:39:50,xmx131 → wzt5807 → axjf131931
4660958,axjf131931,2,4412426,ysq1313,ysq1313,1605739,wzt5807,1314,8,3700.00,2023-05-23 12:58:29,2023-05-31 00:30:34,ysq1313 → wzt5807 → axjf131931
4660958,axjf131931,2,4412542,cjx5818,cjx5818,1605739,wzt5807,1314,8,3700.00,2023-05-25 08:28:31,2023-06-02 00:10:23,cjx5818 → wzt5807 → axjf131931
4660958,axjf131931,2,4079669,zzf5413,zzf5413,4241820,zzf685413,zzf685413,1,3700.00,2024-01-21 03:07:12,2024-01-21 03:07:12,zzf5413 → zzf685413 → axjf131931
4660958,axjf131931,2,4414685,xhf1313,xhf1313,1605739,wzt5807,1314,8,3700.00,2023-05-25 09:37:04,2023-06-03 10:41:22,xhf1313 → wzt5807 → axjf131931
4660958,axjf131931,2,4429106,zmx131,zmx131,1605739,wzt5807,1314,10,3675.00,2023-04-25 05:42:41,2023-08-04 15:43:13,zmx131 → wzt5807 → axjf131931
4660958,axjf131931,2,4429108,cbj131,cbj131,1605739,wzt5807,1314,10,3675.00,2023-04-25 05:43:11,2023-08-06 14:44:13,cbj131 → wzt5807 → axjf131931
4660958,axjf131931,2,4429113,chl131,chl131,1605739,wzt5807,1314,10,3675.00,2023-04-25 05:45:10,2023-08-04 15:45:57,chl131 → wzt5807 → axjf131931
4660958,axjf131931,2,4429155,mmc131,mmc131,1605739,wzt5807,1314,10,3675.00,2023-04-25 05:45:55,2023-08-04 15:46:30,mmc131 → wzt5807 → axjf131931
4660958,axjf131931,2,4429796,zyy0062,zyy0062,4241820,zzf685413,zzf685413,2,3616.75,2023-03-26 13:52:51,2023-03-27 07:45:56,zyy0062 → zzf685413 → axjf131931
4660958,axjf131931,2,4429925,jly131,jly131,4241820,zzf685413,zzf685413,3,3616.75,2023-02-27 04:27:17,2023-04-27 09:00:31,jly131 → zzf685413 → axjf131931
4660958,axjf131931,2,4429931,gyy131,gyy131,4241820,zzf685413,zzf685413,2,3616.75,2023-02-27 03:30:56,2023-03-17 05:45:06,gyy131 → zzf685413 → axjf131931
4660958,axjf131931,2,0,,,2740762,tcab1227,tcab1227,1,3603.60,2019-11-29 10:34:31,2020-01-02 11:00:25,[UID:0] → tcab1227 → axjf131931
4660958,axjf131931,2,4269377,zzf5451,zzf5451,2006855,cxq3333,cxq3333,13,3542.55,2021-11-17 10:26:53,2022-05-14 08:00:10,zzf5451 → cxq3333 → axjf131931
4660958,axjf131931,2,4429099,zzy131,zzy131,1605739,wzt5807,1314,8,3438.75,2023-05-23 13:00:45,2023-07-27 01:17:42,zzy131 → wzt5807 → axjf131931
4660958,axjf131931,2,4813436,angle3996,angle3996,4241820,zzf685413,zzf685413,1,3412.51,2025-08-15 06:43:42,2025-08-15 06:43:42,angle3996 → zzf685413 → axjf131931
4660958,axjf131931,2,4673207,cxq6844,cxq6844,2740598,zdf5956,zdf5956,1,3305.00,2025-03-18 10:32:12,2025-03-18 10:32:12,cxq6844 → zdf5956 → axjf131931
4660958,axjf131931,2,4677212,zy1373,zy1373,2740598,zdf5956,zdf5956,1,3305.00,2025-03-18 10:40:24,2025-03-18 10:40:24,zy1373 → zdf5956 → axjf131931
4660958,axjf131931,2,4677217,zy1374,zy1374,2740598,zdf5956,zdf5956,1,3305.00,2025-03-18 10:41:34,2025-03-18 10:41:34,zy1374 → zdf5956 → axjf131931
4660958,axjf131931,2,2023991,sw6567,sw6567,2006855,cxq3333,cxq3333,1,3268.65,2022-04-21 12:57:23,2022-04-21 12:57:23,sw6567 → cxq3333 → axjf131931
4660958,axjf131931,2,4270761,zzf5467,zzf5467,2006855,cxq3333,cxq3333,9,3233.55,2021-11-17 10:31:28,2022-05-24 11:49:44,zzf5467 → cxq3333 → axjf131931
4660958,axjf131931,2,4270757,zzf5464,zzf5464,2006855,cxq3333,cxq3333,4,3231.30,2022-03-30 10:54:14,2025-08-04 23:23:11,zzf5464 → cxq3333 → axjf131931
4660958,axjf131931,2,4269376,zzf5450,zzf5450,2006855,cxq3333,cxq3333,8,3212.10,2021-11-14 04:58:54,2024-01-19 13:31:36,zzf5450 → cxq3333 → axjf131931
4660958,axjf131931,2,4673204,cxq6842,cxq6842,2740598,zdf5956,zdf5956,1,3185.00,2025-03-18 10:30:47,2025-03-18 10:30:47,cxq6842 → zdf5956 → axjf131931
4660958,axjf131931,2,4673209,cxq6845,cxq6845,2740598,zdf5956,zdf5956,1,3185.00,2025-03-18 10:33:17,2025-03-18 10:33:17,cxq6845 → zdf5956 → axjf131931
4660958,axjf131931,2,4673210,cxq6846,cxq6846,2740598,zdf5956,zdf5956,1,3185.00,2025-03-18 10:34:32,2025-03-18 10:34:32,cxq6846 → zdf5956 → axjf131931
4660958,axjf131931,2,4414595,wsj131,wsj131,1605739,wzt5807,1314,8,3175.00,2023-04-25 05:04:03,2023-08-15 09:00:54,wsj131 → wzt5807 → axjf131931
4660958,axjf131931,2,4414575,cwd131,cwd131,1605739,wzt5807,1314,8,3150.00,2023-07-11 04:23:45,2023-08-15 08:59:51,cwd131 → wzt5807 → axjf131931
4660958,axjf131931,2,4414587,dhj2214,dhj2214,1605739,wzt5807,1314,8,3150.00,2023-04-25 05:02:41,2023-07-22 01:45:53,dhj2214 → wzt5807 → axjf131931
4660958,axjf131931,2,4414589,lyw131,lyw131,1605739,wzt5807,1314,8,3150.00,2023-04-25 05:03:28,2023-07-22 01:46:23,lyw131 → wzt5807 → axjf131931
4660958,axjf131931,2,4414596,ty2141,ty2141,1605739,wzt5807,1314,8,3150.00,2023-04-25 05:05:17,2023-08-15 09:01:17,ty2141 → wzt5807 → axjf131931
4660958,axjf131931,2,4414604,lyl2805,lyl2805,1605739,wzt5807,1314,9,3150.00,2023-04-25 05:41:04,2023-06-13 00:40:29,lyl2805 → wzt5807 → axjf131931
4660958,axjf131931,2,4414611,tt1313,tt1313,1605739,wzt5807,1314,8,3150.00,2023-04-25 05:42:02,2023-05-26 00:22:44,tt1313 → wzt5807 → axjf131931
4660958,axjf131931,2,4414612,lgs131,lgs131,1605739,wzt5807,1314,8,3150.00,2023-04-25 05:49:47,2023-05-25 02:02:37,lgs131 → wzt5807 → axjf131931
4660958,axjf131931,2,4414613,hxl131,hxl131,1605739,wzt5807,1314,8,3150.00,2023-04-25 05:50:16,2023-05-25 02:03:35,hxl131 → wzt5807 → axjf131931
4660958,axjf131931,2,4414617,hsc131,hsc131,1605739,wzt5807,1314,8,3150.00,2023-04-25 05:50:49,2023-06-12 00:09:27,hsc131 → wzt5807 → axjf131931
4660958,axjf131931,2,4414618,tjb131,tjb131,1605739,wzt5807,1314,8,3150.00,2023-04-25 05:51:24,2023-06-12 00:09:53,tjb131 → wzt5807 → axjf131931
4660958,axjf131931,2,4414623,dym131,dym131,1605739,wzt5807,1314,8,3150.00,2023-05-20 23:30:57,2023-06-13 00:44:11,dym131 → wzt5807 → axjf131931
4660958,axjf131931,2,4414625,zqh131,zqh131,1605739,wzt5807,1314,8,3150.00,2023-05-20 23:31:33,2023-06-13 00:44:37,zqh131 → wzt5807 → axjf131931
4660958,axjf131931,2,4429087,plc1313,plc1313,1605739,wzt5807,1314,8,3150.00,2023-06-07 08:33:30,2023-07-26 00:24:54,plc1313 → wzt5807 → axjf131931
4660958,axjf131931,2,4429088,cmf131,cmf131,1605739,wzt5807,1314,8,3150.00,2023-06-07 08:35:31,2023-07-26 00:25:25,cmf131 → wzt5807 → axjf131931
4660958,axjf131931,2,4429101,yqx131,yqx131,1605739,wzt5807,1314,8,3150.00,2023-05-23 13:01:46,2023-07-30 12:32:35,yqx131 → wzt5807 → axjf131931
4660958,axjf131931,2,4454396,jwp131,jwp131,2006855,cxq3333,cxq3333,3,3150.00,2023-08-23 13:53:10,2023-08-25 07:44:50,jwp131 → cxq3333 → axjf131931
4660958,axjf131931,2,4454400,txx1368,txx1368,2006855,cxq3333,cxq3333,3,3150.00,2023-08-23 13:53:35,2023-08-25 07:45:17,txx1368 → cxq3333 → axjf131931
4660958,axjf131931,2,4454403,lz1368,lz1368,2006855,cxq3333,cxq3333,3,3150.00,2023-08-23 13:54:04,2023-08-25 07:45:43,lz1368 → cxq3333 → axjf131931
4660958,axjf131931,2,4454405,xl1368,xl1368,2006855,cxq3333,cxq3333,3,3150.00,2023-08-23 13:54:28,2023-08-25 07:46:11,xl1368 → cxq3333 → axjf131931
4660958,axjf131931,2,4454415,txj1368,txj1368,2006855,cxq3333,cxq3333,3,3150.00,2023-08-24 15:04:35,2023-08-26 02:47:12,txj1368 → cxq3333 → axjf131931
4660958,axjf131931,2,4454417,xf1368,xf1368,2006855,cxq3333,cxq3333,3,3150.00,2023-08-24 15:05:05,2023-08-26 02:47:49,xf1368 → cxq3333 → axjf131931
4660958,axjf131931,2,4454418,sjy1368,sjy1368,2006855,cxq3333,cxq3333,3,3150.00,2023-08-24 15:05:34,2023-08-26 02:48:12,sjy1368 → cxq3333 → axjf131931
4660958,axjf131931,2,4454420,yx136868,yx136868,2006855,cxq3333,cxq3333,3,3150.00,2023-08-24 15:06:07,2023-08-26 02:48:46,yx136868 → cxq3333 → axjf131931
4660958,axjf131931,2,4412346,hq1313,hq1313,2006855,cxq3333,cxq3333,3,3150.00,2023-02-09 04:22:22,2023-02-11 02:26:39,hq1313 → cxq3333 → axjf131931
4660958,axjf131931,2,4412363,pj1313,pj1313,2006855,cxq3333,cxq3333,4,3150.00,2023-03-02 08:03:24,2023-03-05 01:38:04,pj1313 → cxq3333 → axjf131931
4660958,axjf131931,2,4412445,fmy131,fmy131,2006855,cxq3333,cxq3333,3,3150.00,2023-03-28 05:29:44,2023-03-30 01:15:16,fmy131 → cxq3333 → axjf131931
4660958,axjf131931,2,4412451,hzq131,hzq131,2006855,cxq3333,cxq3333,3,3150.00,2023-03-28 05:30:17,2023-03-30 01:15:50,hzq131 → cxq3333 → axjf131931
4660958,axjf131931,2,4412461,zxm3213,zxm3213,2006855,cxq3333,cxq3333,3,3150.00,2023-03-28 05:30:56,2023-03-30 01:10:45,zxm3213 → cxq3333 → axjf131931
4660958,axjf131931,2,4412465,hlx131,hlx131,2006855,cxq3333,cxq3333,3,3150.00,2023-03-28 05:31:30,2023-03-30 01:16:28,hlx131 → cxq3333 → axjf131931
4660958,axjf131931,2,4412474,gsf131,gsf131,2006855,cxq3333,cxq3333,3,3150.00,2023-03-25 08:29:46,2023-03-27 01:05:31,gsf131 → cxq3333 → axjf131931
4660958,axjf131931,2,4412480,ctg131,ctg131,2006855,cxq3333,cxq3333,3,3150.00,2023-03-25 08:30:20,2023-03-27 01:06:05,ctg131 → cxq3333 → axjf131931
4660958,axjf131931,2,4412484,ayf131,ayf131,2006855,cxq3333,cxq3333,3,3150.00,2023-03-25 08:30:57,2023-03-27 01:06:35,ayf131 → cxq3333 → axjf131931
4660958,axjf131931,2,4412638,cjx0020,cjx0020,2006855,cxq3333,cxq3333,3,3150.00,2023-03-26 14:14:36,2023-03-28 01:38:33,cjx0020 → cxq3333 → axjf131931
4660958,axjf131931,2,4413906,wxj6868,wxj6868,1605739,wzt5807,1314,8,3150.00,2023-04-25 04:53:22,2023-07-20 22:17:49,wxj6868 → wzt5807 → axjf131931
4660958,axjf131931,2,4413911,ssq131,ssq131,1605739,wzt5807,1314,8,3150.00,2023-04-25 04:53:57,2023-07-20 22:18:17,ssq131 → wzt5807 → axjf131931
4660958,axjf131931,2,4413918,qxq6562,qxq6562,1605739,wzt5807,1314,8,3150.00,2023-04-25 04:54:26,2023-08-15 08:58:46,qxq6562 → wzt5807 → axjf131931
4660958,axjf131931,2,4414567,tyy131,tyy131,1605739,wzt5807,1314,8,3150.00,2023-04-25 04:55:07,2023-08-15 08:59:25,tyy131 → wzt5807 → axjf131931
4660958,axjf131931,2,4414574,cwh131,cwh131,1605739,wzt5807,1314,8,3150.00,2023-07-11 04:23:10,2023-08-15 09:00:22,cwh131 → wzt5807 → axjf131931
4660958,axjf131931,2,4429781,cmz131,cmz131,1605739,wzt5807,1314,7,3100.00,2023-05-25 08:50:49,2023-06-14 01:06:07,cmz131 → wzt5807 → axjf131931
4660958,axjf131931,2,4429783,clt131,clt131,1605739,wzt5807,1314,7,3100.00,2023-05-25 08:51:16,2023-06-14 01:06:34,clt131 → wzt5807 → axjf131931
4660958,axjf131931,2,4727466,zy134141,zy134141,2740598,zdf5956,zdf5956,2,3055.00,2025-03-18 10:46:07,2025-04-03 01:59:44,zy134141 → zdf5956 → axjf131931
4660958,axjf131931,2,4727467,zy1342,zy1342,2740598,zdf5956,zdf5956,2,3055.00,2025-03-26 02:02:00,2025-04-03 02:02:36,zy1342 → zdf5956 → axjf131931
4660958,axjf131931,2,4739718,cxq6864,cxq6864,2740598,zdf5956,zdf5956,2,3055.00,2025-04-01 04:05:10,2025-04-03 02:09:30,cxq6864 → zdf5956 → axjf131931
4660958,axjf131931,2,4739731,zy1348,zy1348,2740598,zdf5956,zdf5956,2,3055.00,2025-04-01 04:12:06,2025-04-03 02:10:46,zy1348 → zdf5956 → axjf131931
4660958,axjf131931,2,4739733,zy134949,zy134949,2740598,zdf5956,zdf5956,2,3055.00,2025-04-01 04:13:51,2025-04-03 02:11:38,zy134949 → zdf5956 → axjf131931
4660958,axjf131931,2,4752763,zy1390,zy1390,2740598,zdf5956,zdf5956,2,3050.00,2025-04-11 14:40:43,2025-05-03 05:34:33,zy1390 → zdf5956 → axjf131931
4660958,axjf131931,2,4437654,mm6527,mm6527,2006855,cxq3333,cxq3333,2,3000.00,2023-01-08 01:04:12,2023-01-09 00:24:51,mm6527 → cxq3333 → axjf131931
4660958,axjf131931,2,4411689,ymj131,ymj131,2006855,cxq3333,cxq3333,2,3000.00,2022-12-02 03:31:30,2023-01-03 00:54:55,ymj131 → cxq3333 → axjf131931
4660958,axjf131931,2,4411758,xgy131,xgy131,2006855,cxq3333,cxq3333,2,3000.00,2022-12-02 03:40:20,2023-01-03 01:01:01,xgy131 → cxq3333 → axjf131931
4660958,axjf131931,2,4411763,wzt131,wzt131,2006855,cxq3333,cxq3333,2,3000.00,2022-12-02 03:40:53,2023-01-03 01:01:55,wzt131 → cxq3333 → axjf131931
4660958,axjf131931,2,4411778,cty131,cty131,2006855,cxq3333,cxq3333,2,3000.00,2022-12-02 03:41:47,2023-01-03 01:04:26,cty131 → cxq3333 → axjf131931
4660958,axjf131931,2,4412391,wjw131,wjw131,2006855,cxq3333,cxq3333,2,3000.00,2023-03-03 05:01:50,2023-03-25 06:41:23,wjw131 → cxq3333 → axjf131931
4660958,axjf131931,2,4412553,fyx131,fyx131,2006855,cxq3333,cxq3333,2,3000.00,2023-01-08 01:01:57,2023-01-09 00:22:43,fyx131 → cxq3333 → axjf131931
4660958,axjf131931,2,4411603,hy1031,hy1031,2740573,zdf5955,zdf5955,10,3000.00,2022-11-30 06:27:18,2023-01-17 00:08:09,hy1031 → zdf5955 → axjf131931
4660958,axjf131931,2,3150575,ljy0374,ljy0374,2006855,cxq3333,cxq3333,2,3000.00,2021-12-29 08:15:45,2021-12-30 11:34:44,ljy0374 → cxq3333 → axjf131931
4660958,axjf131931,2,3387945,xhh382,奚恒辉~霸王金爵～浙江,2006855,cxq3333,cxq3333,1,3000.00,2021-12-25 13:13:35,2021-12-25 13:13:35,xhh382 → cxq3333 → axjf131931
4660958,axjf131931,2,3700066,ljy0381,ljy0381,2006855,cxq3333,cxq3333,2,3000.00,2021-12-29 08:21:25,2021-12-30 11:40:29,ljy0381 → cxq3333 → axjf131931
4660958,axjf131931,2,4429791,zfd131,zfd131,4241820,zzf685413,zzf685413,2,2960.00,2023-03-27 07:52:30,2023-03-30 07:16:51,zfd131 → zzf685413 → axjf131931
4660958,axjf131931,2,4429874,rwj1313,rwj1313,4241820,zzf685413,zzf685413,2,2960.00,2023-03-31 07:25:32,2023-04-27 09:27:33,rwj1313 → zzf685413 → axjf131931
4660958,axjf131931,2,4411772,jxh7606,jxh7606,2006855,cxq3333,cxq3333,2,2850.00,2022-12-02 03:41:19,2023-01-03 01:03:34,jxh7606 → cxq3333 → axjf131931
4660958,axjf131931,2,0,,,4651825,s1094182670,s1094182670,158,2757.25,2024-11-02 06:53:18,2025-05-01 11:42:44,[UID:0] → s1094182670 → axjf131931
4660958,axjf131931,2,4414307,yzl131,yzl131,2740573,zdf5955,zdf5955,9,2700.00,2022-12-01 03:36:29,2023-02-09 01:58:37,yzl131 → zdf5955 → axjf131931
4660958,axjf131931,2,4651810,zyzlym517,zyzlym517,4241820,zzf685413,zzf685413,2,2670.66,2024-11-18 06:51:16,2024-11-29 01:20:41,zyzlym517 → zzf685413 → axjf131931
4660958,axjf131931,2,4672087,lce131368,lce131368,3890172,lce1677,lce1677,1,2620.00,2025-04-01 04:16:43,2025-04-01 04:16:43,lce131368 → lce1677 → axjf131931
4660958,axjf131931,2,4412556,ssl131,ssl131,2740573,zdf5955,zdf5955,11,2520.75,2022-12-02 22:38:16,2023-02-17 00:55:44,ssl131 → zdf5955 → axjf131931
4660958,axjf131931,2,4412583,sw1313,sw1313,2740573,zdf5955,zdf5955,11,2520.75,2022-12-02 22:44:27,2023-02-17 00:56:20,sw1313 → zdf5955 → axjf131931
4660958,axjf131931,2,4412587,lcl3728,lcl3728,2740573,zdf5955,zdf5955,11,2520.75,2022-12-02 22:45:57,2023-02-17 00:56:49,lcl3728 → zdf5955 → axjf131931
4660958,axjf131931,2,1605739,wzt5807,1314,4410920,zdf686868,zdf686868,1,2505.33,2024-04-25 10:37:34,2024-04-25 10:37:34,wzt5807 → zdf686868 → axjf131931
4660958,axjf131931,2,4414680,pxm131,pxm131,1605739,wzt5807,1314,5,2500.00,2023-05-25 09:03:58,2023-05-31 00:34:21,pxm131 → wzt5807 → axjf131931
4660958,axjf131931,2,4745526,zjm37562,zjm37562,4241820,zzf685413,zzf685413,1,2479.00,2025-03-27 10:26:30,2025-03-27 10:26:30,zjm37562 → zzf685413 → axjf131931
4660958,axjf131931,2,0,,,976580,lhh8136,刘化洪1,9,2452.09,2019-12-30 08:53:36,2025-08-05 00:12:23,[UID:0] → lhh8136 → axjf131931
4660958,axjf131931,2,4130864,zzf5418,zzf5418,4410920,zdf686868,zdf686868,9,2398.62,2024-06-10 06:34:16,2024-10-05 08:50:52,zzf5418 → zdf686868 → axjf131931
4660958,axjf131931,2,4594524,cxq313,cxq313,2006855,cxq3333,cxq3333,2,2362.50,2024-01-19 13:33:45,2024-01-20 07:29:52,cxq313 → cxq3333 → axjf131931
4660958,axjf131931,2,4594572,hy313m,hy313m,2006855,cxq3333,cxq3333,2,2362.50,2024-01-19 13:37:41,2024-01-20 07:29:09,hy313m → cxq3333 → axjf131931
4660958,axjf131931,2,4595629,lce68131,lce68131,2006855,cxq3333,cxq3333,2,2362.50,2024-01-19 13:42:20,2024-01-20 07:31:55,lce68131 → cxq3333 → axjf131931
4660958,axjf131931,2,4429087,plc1313,plc1313,2006855,cxq3333,cxq3333,3,2362.50,2023-02-09 05:02:00,2023-03-30 01:21:08,plc1313 → cxq3333 → axjf131931
4660958,axjf131931,2,4429088,cmf131,cmf131,2006855,cxq3333,cxq3333,3,2362.50,2023-02-09 05:02:35,2023-03-30 01:21:42,cmf131 → cxq3333 → axjf131931
4660958,axjf131931,2,4429099,zzy131,zzy131,2006855,cxq3333,cxq3333,3,2362.50,2023-02-09 05:05:31,2023-03-30 01:23:15,zzy131 → cxq3333 → axjf131931
4660958,axjf131931,2,4429101,yqx131,yqx131,2006855,cxq3333,cxq3333,3,2362.50,2023-02-09 05:06:12,2023-03-30 01:24:03,yqx131 → cxq3333 → axjf131931
4660958,axjf131931,2,4429838,dyf1313,dyf1313,2006855,cxq3333,cxq3333,3,2362.50,2023-02-06 14:50:42,2023-03-26 01:49:36,dyf1313 → cxq3333 → axjf131931
4660958,axjf131931,2,4429839,hcy3516,hcy3516,2006855,cxq3333,cxq3333,3,2362.50,2023-02-06 14:51:15,2023-03-26 01:50:11,hcy3516 → cxq3333 → axjf131931
4660958,axjf131931,2,4429841,jql131,jql131,2006855,cxq3333,cxq3333,3,2362.50,2023-02-06 14:52:04,2023-03-26 01:50:41,jql131 → cxq3333 → axjf131931
4660958,axjf131931,2,4429844,wyp131,wyp131,2006855,cxq3333,cxq3333,3,2362.50,2023-02-06 14:52:45,2023-03-26 01:51:16,wyp131 → cxq3333 → axjf131931
4660958,axjf131931,2,4429846,csz131,csz131,2006855,cxq3333,cxq3333,3,2362.50,2023-02-07 04:10:27,2023-03-26 01:51:47,csz131 → cxq3333 → axjf131931
4660958,axjf131931,2,4429847,lxh2620,lxh2620,2006855,cxq3333,cxq3333,3,2362.50,2023-02-09 04:52:43,2023-03-26 01:52:45,lxh2620 → cxq3333 → axjf131931
4660958,axjf131931,2,4429849,scf1313,scf1313,2006855,cxq3333,cxq3333,3,2362.50,2023-02-07 04:12:56,2023-03-26 01:53:21,scf1313 → cxq3333 → axjf131931
4660958,axjf131931,2,4429850,wcl131,wcl131,2006855,cxq3333,cxq3333,3,2362.50,2023-02-09 04:53:27,2023-03-26 01:54:32,wcl131 → cxq3333 → axjf131931
4660958,axjf131931,2,4429937,ltt131,ltt131,2006855,cxq3333,cxq3333,3,2362.50,2023-02-09 05:12:33,2023-03-27 01:15:00,ltt131 → cxq3333 → axjf131931
4660958,axjf131931,2,4429939,xgm1810,xgm1810,2006855,cxq3333,cxq3333,3,2362.50,2023-02-09 05:13:04,2023-03-27 01:15:39,xgm1810 → cxq3333 → axjf131931
4660958,axjf131931,2,4429941,zsl1313,zsl1313,2006855,cxq3333,cxq3333,3,2362.50,2023-02-10 11:03:20,2023-03-27 01:16:08,zsl1313 → cxq3333 → axjf131931
4660958,axjf131931,2,4429942,yl1313,yl1313,2006855,cxq3333,cxq3333,3,2362.50,2023-02-17 08:46:28,2023-03-27 01:16:43,yl1313 → cxq3333 → axjf131931
4660958,axjf131931,2,4429945,zjj131,zjj131,2006855,cxq3333,cxq3333,3,2362.50,2023-02-10 11:05:02,2023-03-27 01:17:15,zjj131 → cxq3333 → axjf131931
4660958,axjf131931,2,4429946,cxj1313,cxj1313,2006855,cxq3333,cxq3333,3,2362.50,2023-02-10 11:05:47,2023-03-27 01:17:44,cxj1313 → cxq3333 → axjf131931
4660958,axjf131931,2,4429948,zjy6868,zjy6868,2006855,cxq3333,cxq3333,3,2362.50,2023-02-10 11:06:17,2023-03-27 01:18:16,zjy6868 → cxq3333 → axjf131931
4660958,axjf131931,2,4429949,hg1313,hg1313,2006855,cxq3333,cxq3333,3,2362.50,2023-02-10 11:06:50,2023-03-27 01:18:54,hg1313 → cxq3333 → axjf131931
4660958,axjf131931,2,4673205,cxq6843,cxq6843,2006855,cxq3333,cxq3333,1,2355.00,2025-08-04 23:06:22,2025-08-04 23:06:22,cxq6843 → cxq3333 → axjf131931
4660958,axjf131931,2,4679000,cxq6852,cxq6852,2006855,cxq3333,cxq3333,1,2355.00,2025-08-04 23:07:21,2025-08-04 23:07:21,cxq6852 → cxq3333 → axjf131931
4660958,axjf131931,2,4309289,zzf5521,zzf5521,2006855,cxq3333,cxq3333,4,2354.55,2022-03-19 08:25:37,2022-07-28 00:43:59,zzf5521 → cxq3333 → axjf131931
4660958,axjf131931,2,4412553,fyx131,fyx131,2740573,zdf5955,zdf5955,10,2348.25,2022-12-02 22:40:28,2023-02-17 00:55:15,fyx131 → zdf5955 → axjf131931
4660958,axjf131931,2,4269368,zzf5462,zzf5462,2006855,cxq3333,cxq3333,4,2328.75,2022-03-28 11:45:23,2022-07-28 00:40:06,zzf5462 → cxq3333 → axjf131931
4660958,axjf131931,2,2134418,17681619313,17681619313,2006855,cxq3333,cxq3333,3,2327.25,2022-04-30 06:24:54,2022-07-25 06:34:32,17681619313 → cxq3333 → axjf131931
4660958,axjf131931,2,3644898,zyq6615,zyq6615,1605739,wzt5807,1314,1,2310.00,2023-04-02 01:23:45,2023-04-02 01:23:45,zyq6615 → wzt5807 → axjf131931
4660958,axjf131931,2,4752770,zy139292,zy139292,2740598,zdf5956,zdf5956,1,2260.00,2025-05-03 05:35:43,2025-05-03 05:35:43,zy139292 → zdf5956 → axjf131931
4660958,axjf131931,2,4269388,zzf5452,zzf5452,2006855,cxq3333,cxq3333,8,2238.75,2021-11-14 05:03:25,2022-03-30 10:42:37,zzf5452 → cxq3333 → axjf131931
4660958,axjf131931,2,4643461,zgz1313,zgz1313,1605739,wzt5807,1314,1,2230.00,2025-07-26 15:16:36,2025-07-26 15:16:36,zgz1313 → wzt5807 → axjf131931
4660958,axjf131931,2,4429792,hxy3743,hxy3743,1605739,wzt5807,1314,5,2150.00,2023-05-25 09:25:50,2023-06-03 10:40:46,hxy3743 → wzt5807 → axjf131931
4660958,axjf131931,2,4429793,caf131,caf131,4241820,zzf685413,zzf685413,1,2136.75,2023-03-26 13:54:10,2023-03-26 13:54:10,caf131 → zzf685413 → axjf131931
4660958,axjf131931,2,4429798,jzq1313,jzq1313,4241820,zzf685413,zzf685413,1,2136.75,2023-03-26 13:53:31,2023-03-26 13:53:31,jzq1313 → zzf685413 → axjf131931
4660958,axjf131931,2,4429799,cyl0520,cyl0520,4241820,zzf685413,zzf685413,1,2136.75,2023-03-26 13:52:15,2023-03-26 13:52:15,cyl0520 → zzf685413 → axjf131931
4660958,axjf131931,2,4429814,wzw131,wzw131,4241820,zzf685413,zzf685413,3,2136.75,2023-01-27 16:32:22,2023-01-28 18:37:13,wzw131 → zzf685413 → axjf131931
4660958,axjf131931,2,4429850,wcl131,wcl131,4241820,zzf685413,zzf685413,1,2136.75,2023-03-27 02:59:38,2023-03-27 02:59:38,wcl131 → zzf685413 → axjf131931
